DistrictId,Rooms,Square,LifeSquare,KitchenSquare,Floor,HouseFloor,HouseYear,Ecology_1,Ecology_2,Ecology_3,Social_1,Social_2,Social_3,Healthcare_1,Helthcare_2,Shops_1,Shops_2,Price,StudioApartment
0,3,103.60529197422831,47.799426262469524,10.0,12,17,2002,0.319809354,B,B,25,4756,16,2857.0,5,8,B,521919.0573998705,0
27,2,64.71183493873933,32.5521342349919,1.0,15,15,1977,0.21140121399999998,B,B,9,1892,0,900.0,0,1,B,127200.02651097006,0
48,1,41.668649656506325,20.207761889892915,10.0,19,22,1996,0.041124634,B,B,46,9515,5,900.0,1,10,B,215083.96905610108,0
54,3,118.90761184257369,46.96048008775954,0.0,2,4,1977,0.006076152,B,B,30,5285,0,645.0,6,6,B,571069.0526003882,1
150,3,62.180535989371776,44.169694075407364,5.0,4,5,1964,0.020741326,B,B,24,5613,5,1340.0,2,5,B,241718.0995266293,0
74,2,82.66791473448255,32.5521342349919,1.0,16,17,1977,0.075778755,B,B,6,1437,3,900.0,0,2,B,244145.8270685723,0
27,3,106.95887123511149,69.87330671796462,0.0,17,19,2018,0.072157581,B,B,2,629,1,900.0,0,0,A,337299.86793644377,1
23,2,64.55620925344805,32.5521342349919,1.0,8,17,1977,0.075778755,B,B,6,1437,3,900.0,0,2,B,173910.92372317292,0
23,1,42.53004325868857,26.350324801398244,1.0,3,9,2014,0.034656082000000005,B,B,0,168,0,900.0,0,0,B,95338.19854860756,0
11,2,48.37223191245333,31.00758147862463,6.0,4,9,1972,0.00016967599999999998,B,B,36,5992,0,900.0,1,1,B,213374.16640304856,0
50,2,39.43535081853332,23.37768698871145,7.0,9,9,1965,0.007658515,B,B,35,7077,56,2301.0,3,19,B,283877.6171417454,0
61,1,41.7651555000357,19.343185677164602,9.0,12,16,1984,0.300322518,B,B,52,10311,6,900.0,1,9,B,189007.23894421046,0
27,2,63.679115983087094,37.275774657400376,1.0,9,15,1977,0.017647053,B,B,2,469,0,900.0,0,0,B,178721.70633739038,0
44,1,34.7672268816687,18.209648101536544,6.0,7,9,1972,0.036122292,B,B,24,4378,0,1036.0,1,1,B,154928.80993818038,0
90,2,42.17678220950818,28.085689937853193,5.0,2,5,1965,0.265088676,B,B,37,5288,0,1937.0,3,2,B,176344.82040566398,0
200,3,85.28038875664878,58.447967179062545,9.0,6,7,1960,0.0,B,B,33,7425,1,900.0,2,5,B,402871.91631724115,0
23,1,41.11876598003856,21.66392883217304,1.0,4,17,1977,0.075778755,B,B,6,1437,3,900.0,0,2,B,103510.22360146276,0
43,2,43.701661788670734,26.350358249023103,5.0,5,9,1961,0.015016891999999999,B,B,17,3079,59,2890.0,0,8,B,287056.01254272985,0
177,3,77.8739361356098,48.99113289942049,12.0,9,25,2012,0.0,B,B,36,6714,2,2672.0,0,2,B,191550.1213566216,0
23,2,60.503248324677,32.5521342349919,0.0,16,17,1977,0.034656082000000005,B,B,0,168,0,900.0,0,0,B,229778.0579017187,1
99,2,45.25713880537703,32.61382570011897,5.0,4,5,1971,0.033493708,B,B,66,10573,1,1322.0,3,8,B,171266.94942738526,0
101,3,58.4198155580721,37.27561392063118,5.0,5,5,1963,0.225824954,A,B,41,6558,7,1548.0,3,2,B,197456.9208142761,0
1,2,56.49431782042168,54.72356903322895,0.0,9,17,1977,0.0071223169999999995,B,B,1,264,0,900.0,0,1,B,196078.90728935658,1
23,2,58.692132931238426,32.5521342349919,1.0,16,17,1977,0.075778755,B,B,6,1437,3,900.0,0,2,B,184501.01122512692,0
38,3,104.21139562017449,64.56621983420202,0.0,20,20,2017,0.060753049,B,B,15,2787,2,520.0,0,7,B,435462.0480700058,1
21,2,48.851742106756106,33.533432105863035,5.0,5,5,1970,0.194489265,B,B,47,8004,3,125.0,3,5,B,183826.31652243074,0
23,2,49.929488622133064,32.5521342349919,1.0,9,12,1977,0.034656082000000005,B,B,0,168,0,900.0,0,0,B,88464.4253950588,0
103,1,41.53813827372754,23.292934580888872,8.0,7,16,1981,0.014423113999999999,B,B,19,3806,4,900.0,0,3,B,234052.26552661308,0
23,1,47.080100247481404,29.169402101421195,12.0,3,9,1977,0.014072961,B,B,2,475,0,900.0,0,0,B,96029.16787733519,0
98,1,41.27061351984075,20.45594534035546,7.0,8,14,2003,0.195781053,B,B,23,5212,6,900.0,3,2,B,214733.34225833853,0
170,1,35.390235379659565,21.675589451961883,5.0,3,5,1963,0.21843974,B,B,21,4472,6,1450.0,4,7,A,172795.8670771811,0
94,1,35.28089402875877,23.35417623467495,6.0,11,12,1971,0.282797669,B,B,33,8667,2,900.0,0,6,B,148862.21017433386,0
1,2,61.40005437465901,38.04161133236681,0.0,17,22,2016,0.0071223169999999995,B,B,1,264,0,900.0,0,1,B,199215.45222932714,1
44,1,31.89348347603991,20.94667055523254,7.0,3,14,1973,0.175054867,B,B,36,10055,3,900.0,1,0,B,182946.36203104112,0
1,1,42.41417613853096,21.66392883217304,1.0,14,17,1977,0.0071223169999999995,B,B,1,264,0,900.0,0,1,B,156476.61434830475,0
48,3,60.49673620327934,38.701932866274475,6.0,4,9,1980,0.041124634,B,B,46,9515,5,900.0,1,10,B,276349.9122838608,0
5,2,54.47743204165914,31.149444195768496,7.0,14,22,1991,0.150817539,B,B,16,3433,4,2643.0,4,5,B,279119.9134223016,0
23,2,56.21870163187176,32.5521342349919,1.0,3,3,1977,0.005767451,B,B,1,388,0,900.0,0,0,B,90303.66568299793,0
28,1,38.007936217693626,23.281713820168363,9.0,1,12,1970,0.118537385,B,B,30,6207,1,1183.0,1,0,B,147636.76035604483,0
11,2,57.322494472127154,31.78800632302188,10.0,5,16,1980,0.00016967599999999998,B,B,36,5992,0,900.0,1,1,B,242402.234569005,0
88,2,47.31752643089487,31.100516771763807,6.0,6,12,1975,0.127375905,B,B,43,8429,3,900.0,3,9,B,207641.6759898469,0
1,2,65.02389875686265,32.5521342349919,1.0,10,17,1977,0.0071223169999999995,B,B,1,264,0,900.0,0,1,B,197343.7979853104,0
47,2,54.7873237643134,33.512142879434535,8.0,1,12,1978,6.99893e-05,B,B,46,10309,1,240.0,1,16,B,100471.95261307227,0
6,1,42.50553193590355,21.66392883217304,1.0,6,12,2014,0.24320451899999998,B,B,5,1564,0,540.0,0,0,B,113617.2195706784,0
52,2,64.14115197487071,32.5521342349919,1.0,5,17,1977,0.371148999,B,B,34,7065,1,750.0,2,5,B,158148.93648361234,0
62,1,41.19418849786451,21.66392883217304,0.0,6,7,1977,0.072157581,B,B,2,629,1,900.0,0,0,A,114063.0920409234,1
31,2,57.955972691223145,32.27257840039711,9.0,17,17,2001,0.151346216,B,A,32,5889,10,830.0,4,1,B,339414.5500190396,0
57,2,45.96488978915266,29.141211816173787,5.0,7,9,1963,0.13321533300000002,B,B,49,11395,3,1406.0,3,4,A,180538.89892241484,0
77,1,42.67884386982604,23.918634033545928,8.0,14,18,1983,6.99893e-05,B,B,46,10309,1,240.0,1,16,B,179784.4733339991,0
27,2,64.92910276079539,40.22810267094655,10.0,15,17,2016,0.072157581,B,B,2,629,1,900.0,0,0,A,228584.0010719541,0
27,2,79.22704893716298,32.5521342349919,0.0,9,13,1977,0.072157581,B,B,2,629,1,900.0,0,0,A,167023.97314312926,1
74,2,84.68773160202026,81.90555163617604,0.0,12,17,2017,0.075778755,B,B,6,1437,3,900.0,0,2,B,243479.876105312,1
74,1,52.45758937232919,52.4233445561041,0.0,18,21,1977,0.075778755,B,B,6,1437,3,900.0,0,2,B,160292.1637018166,1
79,1,39.42966643301249,18.519732724337832,9.0,2,16,1981,0.16909109,B,B,19,3856,10,900.0,2,5,B,174952.64419069275,0
6,2,63.184422013103685,61.14289377226982,1.0,17,17,2016,0.24320451899999998,B,B,5,1564,0,540.0,0,0,B,190762.98155043615,0
9,1,50.299167150679395,24.3496040418,9.0,11,16,2006,0.136244425,B,B,11,2370,0,900.0,0,1,B,197101.04908793507,0
34,1,47.909327379985456,42.78238540963264,1.0,2,4,2016,0.069753361,B,B,53,13670,4,900.0,1,11,B,181167.64240357085,0
85,4,65.55983414534953,47.696254952296684,6.0,6,9,1976,0.037177818,B,B,52,11217,1,2300.0,1,7,B,266989.0161418366,0
156,1,39.24892718662953,21.592325047856093,7.0,13,17,2009,0.007658515,B,B,35,7077,56,2301.0,3,19,B,254236.32508556198,0
69,1,39.252554812007496,19.394250723900626,7.0,1,16,1985,0.000991363,B,B,33,6783,3,900.0,1,9,B,184737.9210694037,0
108,2,49.88874002058506,31.603650465162,6.0,9,12,1974,0.0,B,B,23,3684,2,900.0,0,4,B,261086.02440592516,0
96,2,62.78380934113364,35.222368111513255,10.0,5,10,1994,0.041116354,B,B,53,14892,4,900.0,1,4,B,259293.02212247785,0
169,2,58.433607265665074,31.08698930261341,8.0,3,14,1970,0.210473241,B,B,11,2398,2,1994.0,3,0,B,116661.59548998011,0
18,2,61.71855284835026,33.0401150131786,10.0,10,11,2000,0.0,B,B,30,5562,0,900.0,0,5,A,267609.8272514647,0
21,1,42.5012260708919,22.91573470453811,8.0,2,12,1979,0.194489265,B,B,47,8004,3,125.0,3,5,B,153038.21948532813,0
27,2,54.5832312828029,33.320302288938066,11.0,2,9,2000,0.041116354,B,B,53,14892,4,900.0,1,4,B,238779.44765093192,0
148,3,127.48158341963554,46.96048008775954,1.0,16,17,2012,0.31392455199999997,B,B,22,4625,11,3855.0,2,10,B,510700.4447348914,0
94,2,47.145626414517814,30.738284138231354,5.0,11,12,1976,0.127375905,B,B,43,8429,3,900.0,3,9,B,210364.31471895878,0
41,2,48.07704110377844,28.835116601308275,5.0,5,9,1968,0.175054867,B,B,36,10055,3,900.0,1,0,B,198183.07691950465,0
128,2,52.08218293973108,34.01705745296253,8.0,7,17,1994,0.0,B,B,27,4798,0,30.0,2,8,B,243824.7929712899,0
10,2,50.29076173681866,32.460809440510396,6.0,12,12,1973,0.089039719,B,B,33,7976,5,900.0,0,11,B,242107.0978653341,0
144,2,49.0307877478954,31.91889562577639,8.0,2,5,1964,0.306977489,B,B,27,5148,14,1575.0,5,7,B,212786.0017001436,0
120,3,58.57037093462771,37.434125981371615,5.0,4,5,1961,0.341071945,B,B,27,5664,48,2300.0,3,11,B,305732.5862953504,0
39,1,34.19820977216433,20.98112748429316,6.0,7,9,1973,0.42882581799999997,B,B,25,5011,8,730.0,0,2,B,156375.02000227175,0
7,3,74.97105425768765,46.23924761599082,10.0,16,17,1987,0.0,B,B,23,5067,4,900.0,2,6,B,415398.5730306261,0
34,2,61.33496777880346,35.326994389748904,1.0,26,27,2014,0.069753361,B,B,53,13670,4,900.0,1,11,B,286564.4419718113,0
27,2,58.93727974313555,34.74006979324089,11.0,2,7,1998,0.041116354,B,B,53,14892,4,900.0,1,4,B,217349.25658949924,0
84,3,63.72823655447478,38.96093513166355,6.0,9,9,1971,0.14966637300000002,B,B,22,4789,2,4087.0,4,1,B,291058.0808994419,0
23,1,41.84569772836166,21.66392883217304,1.0,14,17,1977,0.075778755,B,B,6,1437,3,900.0,0,2,B,110620.6293204901,0
61,1,33.646711450929125,21.42355298005255,5.0,8,9,1975,0.300322518,B,B,52,10311,6,900.0,1,9,B,165018.9484643495,0
1,1,50.61776843485736,46.505676134063826,1.0,10,24,1977,0.0071223169999999995,B,B,1,264,0,900.0,0,1,B,175188.95821584578,0
1,2,62.96990315347615,31.74561055395469,10.0,14,14,2014,0.0071223169999999995,B,B,1,264,0,900.0,0,1,B,92127.0617882676,0
123,2,58.91191808519165,33.6122411146587,9.0,12,17,2005,0.0,B,B,47,11319,0,1145.0,3,5,B,274570.7175007904,0
23,2,48.76013224783535,32.5521342349919,1.0,3,3,1977,0.034656082000000005,B,B,0,168,0,900.0,0,0,B,113250.42650034721,0
9,2,62.34715418212179,32.5521342349919,1.0,6,7,1977,0.161531741,B,B,25,5648,1,30.0,2,4,B,184172.97563930124,0
1,2,53.187968303534966,34.82049795088077,8.0,7,17,1990,0.025609157,B,B,33,5261,0,240.0,3,1,B,241419.59687217,0
57,3,64.0151002560132,43.84285219250445,6.0,10,12,1984,0.13321533300000002,B,B,49,11395,3,1406.0,3,4,A,270071.6195151077,0
159,3,61.809021596554686,40.44472528024896,6.0,2,9,1972,0.015016891999999999,B,B,17,3079,59,2890.0,0,8,B,378581.5411997035,0
27,2,62.224569197974155,58.5039850086156,1.0,8,17,2016,0.017647053,B,B,2,469,0,900.0,0,0,B,192625.0493997445,0
70,2,45.59291291275086,27.27845940340863,6.0,3,9,1981,0.002211665,B,B,39,7614,3,900.0,1,5,A,201121.07053639012,0
39,1,35.683059286946204,18.662235067338926,7.0,12,12,1977,0.42882581799999997,B,B,25,5011,8,730.0,0,2,B,150513.47488734513,0
94,2,39.900424683233375,26.477223105164704,6.0,12,14,1982,0.282797669,B,B,33,8667,2,900.0,0,6,B,204804.84335521163,0
129,3,65.68346852974332,43.533322473808525,7.0,11,12,1977,0.020741326,B,B,24,5613,5,1340.0,2,5,B,313452.5352345641,0
3,1,42.145274302242434,21.304556088896693,10.0,3,14,1984,0.265088676,B,B,37,5288,0,1937.0,3,2,B,225889.6912453254,0
95,2,42.389567415418014,33.06483544074146,5.0,1,5,1963,0.0,B,B,7,1660,39,1786.0,1,5,B,224746.81185663465,0
27,2,60.44585456445121,32.5521342349919,1.0,13,16,1977,0.072157581,B,B,2,629,1,900.0,0,0,A,213798.18515132746,0
78,1,44.570412123654016,19.485741143328703,10.0,18,24,2011,0.09229064199999999,B,B,21,4346,2,165.0,1,2,B,212821.6747251237,0
1,2,65.00927913436703,32.5521342349919,1.0,9,17,1977,0.0071223169999999995,B,B,1,264,0,900.0,0,1,B,186403.4841889536,0
18,3,76.23513674330522,47.001817296653726,10.0,9,17,1997,0.0,B,B,30,5562,0,900.0,0,5,A,293371.9575586355,0
45,1,42.367288692851375,40.012528663007295,1.0,16,17,2015,0.195781053,B,B,23,5212,6,900.0,3,2,B,250466.98077681608,0
15,4,98.68670312903869,57.307057812964345,15.0,10,17,2008,0.158249043,B,B,21,5731,0,900.0,1,0,B,373510.0571282724,0
121,3,60.43816917856879,43.96785075861281,5.0,5,5,1965,0.212515361,B,B,19,3293,16,628.0,3,7,B,269680.638174428,0
49,1,43.44426635232809,20.702408895355198,8.0,18,21,2010,0.020741326,B,B,24,5613,5,1340.0,2,5,B,168601.97480454494,0
25,3,85.95230644639723,53.25344200841335,1.0,4,8,2017,0.069753361,B,B,53,13670,4,900.0,1,11,B,309688.5926806599,0
19,2,74.44137733392219,35.640269014040044,9.0,23,25,2004,0.000991363,B,B,33,6783,3,900.0,1,9,B,435909.1097547888,0
1,2,55.2332130691251,32.5521342349919,1.0,13,17,1977,0.0071223169999999995,B,B,1,264,0,900.0,0,1,B,184324.9008862336,0
59,2,61.50213443093715,33.12142623794768,10.0,5,17,1985,0.019508796000000002,B,B,37,7687,11,176.0,5,5,B,354879.4031837641,0
28,2,43.771829534570266,33.24216720327902,5.0,3,9,1968,0.118537385,B,B,30,6207,1,1183.0,1,0,B,203425.39606435492,0
2,3,60.15940612151951,46.35452671851282,5.0,4,9,1968,0.309479124,B,B,35,7715,4,990.0,0,6,B,317296.3052996641,0
6,1,65.10201679019049,40.33523495881104,1.0,10,10,2015,0.24320451899999998,B,B,5,1564,0,540.0,0,0,B,175899.97828362975,0
96,1,35.99013769288014,18.12583002371395,1.0,1,9,1978,0.041116354,B,B,53,14892,4,900.0,1,4,B,155312.29482522552,0
27,3,89.6929642467968,87.62381427680403,1.0,13,16,1977,0.072157581,B,B,2,629,1,900.0,0,0,A,265978.8377804947,0
108,3,110.20396948700356,59.27070227635576,12.0,19,28,2007,0.019508796000000002,B,B,37,7687,11,176.0,5,5,B,146061.7305650271,0
127,2,45.92367266158226,26.177752782849087,5.0,3,5,1967,0.486245621,B,B,13,2514,19,900.0,0,6,B,176480.46517329663,0
6,2,65.49667436641931,32.5521342349919,1.0,5,17,1977,0.24320451899999998,B,B,5,1564,0,540.0,0,0,B,180727.64354109482,0
85,1,42.19894558704247,20.794835924374308,10.0,16,22,1987,0.037177818,B,B,52,11217,1,2300.0,1,7,B,87182.52338492699,0
27,2,92.40000684071423,57.24824160405325,10.0,2,5,1977,0.07542368,B,B,11,3097,0,900.0,0,0,B,116942.67104480596,0
56,1,40.812877553246935,23.09788779329753,10.0,10,22,1999,0.0,B,B,23,5067,4,900.0,2,6,B,292718.3126005229,0
31,2,62.30129218800013,30.38856896840041,10.0,11,12,2008,0.151346216,B,A,32,5889,10,830.0,4,1,B,427526.00361512345,0
1,2,63.672610618053405,32.5521342349919,1.0,11,17,1977,0.0071223169999999995,B,B,1,264,0,900.0,0,1,B,194510.14788951524,0
169,1,33.25798132827507,18.181442895582567,5.0,7,9,1967,0.17891679600000002,B,B,18,3594,4,192.0,1,5,B,201616.2738975917,0
31,3,78.47198680838288,52.70682355093004,8.0,6,7,1957,0.151346216,B,A,32,5889,10,830.0,4,1,B,419692.97803382436,0
61,2,45.586982489186994,34.682385480990014,5.0,5,5,1962,0.298204575,B,B,16,4048,3,900.0,1,3,B,177434.7589711046,0
74,1,50.145176202730894,21.66392883217304,1.0,8,12,1977,0.075778755,B,B,6,1437,3,900.0,0,2,B,171901.0874084269,0
109,1,40.117363791934814,21.391897654599497,10.0,5,22,1982,0.0,B,B,25,5027,4,46.0,1,1,B,239038.5900229477,0
34,2,60.366625674269216,37.401330255088695,10.0,20,20,2017,0.069753361,B,B,53,13670,4,900.0,1,11,B,241737.8084974161,0
62,2,71.3047632136293,32.5521342349919,1.0,13,20,1977,0.072157581,B,B,2,629,1,900.0,0,0,A,170564.40872038715,0
27,3,92.88554386930149,57.54906561988037,13.0,7,17,2015,0.072157581,B,B,2,629,1,900.0,0,0,A,206780.54887701644,0
9,1,37.470195242427614,21.485797280082046,7.0,12,17,1993,0.069753361,B,B,53,13670,4,900.0,1,11,B,187899.22196065105,0
94,1,37.98575172539788,20.142098703933197,9.0,8,16,1974,0.521867054,B,B,25,6149,0,900.0,0,0,B,137656.12292446892,0
46,2,69.80461247985367,33.82966008436593,12.0,13,16,2014,0.18878376600000002,B,B,31,6137,4,900.0,0,1,B,465067.06588342227,0
17,1,40.090754550200884,22.393898211263426,8.0,6,16,1980,0.093442564,B,B,23,4635,5,3300.0,2,4,B,145941.55533360448,0
23,2,57.69961907981183,32.5521342349919,10.0,2,4,1977,0.034656082000000005,B,B,0,168,0,900.0,0,0,B,114168.53270326485,0
62,1,51.83147294769089,32.11320851002247,1.0,5,5,2015,0.072157581,B,B,2,629,1,900.0,0,0,A,131797.47228439266,0
23,1,44.647897567499456,41.555841756681,1.0,9,25,1977,0.075778755,B,B,6,1437,3,900.0,0,2,B,123749.81125374605,0
62,1,47.57727953765478,43.123508338822525,1.0,6,7,1977,0.072157581,B,B,2,629,1,900.0,0,0,A,128813.57022387734,0
44,2,44.51140745026622,29.84746226754347,5.0,6,7,1960,0.122190486,B,B,25,4724,2,1308.0,1,3,B,189407.27604071,0
23,3,70.21457474548518,49.364085027187826,9.0,3,6,2017,0.005767451,B,B,1,388,0,900.0,0,0,B,111389.48105876287,0
27,3,51.991064354455396,46.96048008775954,1.0,22,25,1977,0.072157581,B,B,2,629,1,900.0,0,0,A,174687.5661862937,0
85,1,44.03852399189157,40.435804444916094,1.0,15,22,1982,0.037177818,B,B,52,11217,1,2300.0,1,7,B,202321.23147284004,0
6,1,66.41984149373265,21.66392883217304,1.0,2,4,1977,0.24320451899999998,B,B,5,1564,0,540.0,0,0,B,193361.2298149829,0
27,1,54.25519113954791,51.135218544797326,0.0,5,5,2017,0.072157581,B,B,2,629,1,900.0,0,0,A,147040.22612039236,1
119,2,45.222689730275285,33.485942821149045,5.0,6,9,1968,0.000995363,B,B,42,7651,1,900.0,1,5,B,186508.20856483802,0
99,2,47.01806447731696,28.62867586845311,6.0,7,9,1971,0.012338886,B,B,35,5776,1,2078.0,2,4,B,218392.93428619305,0
96,2,57.639167153919104,34.8831258893622,8.0,3,9,1999,0.041116354,B,B,53,14892,4,900.0,1,4,B,144400.25776795662,0
41,2,54.4778683522394,33.34848235863591,8.0,7,12,1983,6.99893e-05,B,B,46,10309,1,240.0,1,16,B,224277.83102613143,0
57,2,56.384773305431395,30.57114898010994,8.0,4,12,1983,0.13321533300000002,B,B,49,11395,3,1406.0,3,4,A,213877.55976290046,0
1,2,71.0055747817242,32.5521342349919,0.0,11,12,1977,0.0071223169999999995,B,B,1,264,0,900.0,0,1,B,245130.10663746108,1
98,2,47.69890152322699,32.685700152832595,5.0,4,5,1962,0.195781053,B,B,23,5212,6,900.0,3,2,B,189565.89794984864,0
47,2,49.28520088966933,31.84773289921996,6.0,7,12,1977,0.298204575,B,B,16,4048,3,900.0,1,3,B,204117.83359830946,0
7,3,81.46790925974453,50.47504553023354,10.0,19,23,2010,0.035145267,B,B,42,9292,3,2620.0,0,3,B,477665.5829146461,0
52,1,32.827650993401186,18.07025420741528,5.0,1,9,1966,0.371148999,B,B,34,7065,1,750.0,2,5,B,120670.10176628393,0
47,2,56.922116009244824,30.73443216951549,8.0,13,16,1981,0.101872465,B,B,23,4583,3,900.0,3,3,B,254013.43464408853,0
27,1,47.17718354022401,21.66392883217304,1.0,5,5,1977,0.07542368,B,B,11,3097,0,900.0,0,0,B,109264.47414521917,0
6,2,67.17058663420276,32.5521342349919,1.0,11,17,1977,0.24320451899999998,B,B,5,1564,0,540.0,0,0,B,192944.37932373298,0
27,3,82.51591138174318,45.376024043829716,1.0,5,5,1977,0.017647053,B,B,2,469,0,900.0,0,0,B,207858.57125868363,0
80,2,53.74725390900309,33.740065714737234,8.0,6,22,1984,0.0077202819999999985,B,B,38,4788,2,900.0,0,4,B,238623.8888412545,0
27,2,62.64038950680821,34.998513481644245,10.0,5,17,2015,0.072157581,B,B,2,629,1,900.0,0,0,A,190968.19068903895,0
57,1,29.298167568168665,18.152255966711703,5.0,7,9,1964,0.13321533300000002,B,B,49,11395,3,1406.0,3,4,A,148991.2652001697,0
86,1,36.80582613393983,17.986014081329404,7.0,10,12,1974,0.16197556800000001,B,A,31,7010,5,4508.0,3,7,B,183891.14730105453,0
61,3,54.526820684610605,38.90392661651829,6.0,3,9,1976,0.300322518,B,B,52,10311,6,900.0,1,9,B,245215.4773089693,0
83,2,54.386667679168504,34.30557444686689,8.0,11,12,1978,0.100455735,B,B,43,7227,0,900.0,1,6,A,269995.0027797259,0
52,2,64.22269387492523,32.5521342349919,1.0,16,17,1977,0.371148999,B,B,34,7065,1,750.0,2,5,B,194618.91775709105,0
44,2,47.91700922770607,32.3560120064586,5.0,5,5,1965,0.036122292,B,B,24,4378,0,1036.0,1,1,B,169711.36768165938,0
74,1,48.743664866198436,30.2000962807024,1.0,12,20,2017,0.075778755,B,B,6,1437,3,900.0,0,2,B,165071.82572182963,0
62,3,67.63260672812788,43.86762049658002,7.0,8,9,1973,0.002211665,B,B,39,7614,3,900.0,1,5,A,243008.1393059241,0
137,3,70.22360431225314,44.54039068168228,13.0,3,8,1955,0.20014680199999998,B,B,23,3975,8,770.0,2,0,B,527120.8365334661,0
41,2,42.58151161541346,24.872833739094467,6.0,7,14,1973,0.175054867,B,B,36,10055,3,900.0,1,0,B,217099.77313127727,0
91,1,41.07619268196986,20.64320325401316,7.0,14,17,2000,0.333891544,B,B,30,6564,1,900.0,0,0,B,184156.11565779167,0
94,2,47.80222779023652,32.5421255675183,6.0,5,12,1975,0.521867054,B,B,25,6149,0,900.0,0,0,B,162335.0140342568,0
39,1,33.68237635813288,21.601502911226078,6.0,10,10,1973,0.42882581799999997,B,B,25,5011,8,730.0,0,2,B,143120.9047238132,0
92,2,42.54009352292711,27.66291820102857,6.0,12,12,1971,0.460556389,B,B,20,4386,14,900.0,1,5,B,208662.6761233252,0
118,3,92.26619160498691,54.76768654421729,12.0,4,17,2005,0.21843974,B,B,21,4472,6,1450.0,4,7,A,295004.8656963223,0
187,1,38.89234657283961,17.533507100618163,10.0,8,16,2005,0.041116354,B,B,53,14892,4,900.0,1,4,B,173331.29890816894,0
62,2,67.6776032795015,32.5521342349919,1.0,11,16,2016,0.072157581,B,B,2,629,1,900.0,0,0,A,159654.0583783081,0
54,2,76.31285054725404,32.5521342349919,0.0,14,18,1977,0.006076152,B,B,30,5285,0,645.0,6,6,B,466730.8053327907,1
7,3,91.90401514440286,62.83971567142778,7.0,6,7,1937,0.130617806,B,B,39,10418,9,900.0,1,9,B,309690.98158393835,0
36,1,38.75540671852458,18.306265262422922,8.0,2,14,1978,0.08761909,B,B,8,1497,5,900.0,1,0,B,91600.74197793,0
13,3,80.03033041968777,47.801598811626405,10.0,16,17,1992,0.090799103,B,B,74,19083,2,900.0,5,15,B,311528.10086342023,0
86,2,59.96722996245699,38.60943016919785,8.0,10,25,2007,0.16197556800000001,B,A,31,7010,5,4508.0,3,7,B,161307.51198226758,0
